trip_id,dispatch_date,dispatch_month,vehicle_id,driver_id,customer_id,origin,destination,distance_km,trip_status,freight_revenue,total_expense,profit,profit_margin_pct,cost_per_km
TRP00179,2025-09-14,2025-09,VEH001,DRV024,CUS040,Pune,Aurangabad,236.0,Delivered,9140.0,12339.25,-3199.25,-35.0,52.28
TRP00180,2026-06-23,2026-06,VEH018,DRV006,CUS024,Nashik,Surat,264.4,Delayed,14397.0,12048.07,2348.93,16.32,45.57
TRP00181,2025-12-08,2025-12,VEH013,DRV019,CUS008,Nagpur,Indore,437.9,Delivered,25855.0,18801.65,7053.35,27.28,42.94
TRP00182,2025-06-28,2025-06,VEH008,DRV010,CUS008,Pune,Nashik,206.1,Delivered,11773.0,25324.0,-13551.0,-115.1,122.87
TRP00183,2026-08-01,2026-08,VEH006,DRV018,CUS011,Bengaluru,Hyderabad,561.4,In Transit,18663.0,25915.53,-7252.53,-38.86,46.16
TRP00184,2026-04-08,2026-04,VEH005,DRV007,CUS025,Hyderabad,Aurangabad,504.8,Delayed,37494.0,20172.850000000002,17321.15,46.2,39.96
TRP00185,2025-07-29,2025-07,VEH001,DRV026,CUS049,Pune,Bengaluru,833.3,Delivered,29023.0,31013.39,-1990.39,-6.86,37.22
TRP00186,2026-07-23,2026-07,VEH004,DRV009,CUS050,Jaipur,Delhi,279.8,In Transit,18103.0,23490.739999999998,-5387.74,-29.76,83.96
TRP00187,2026-01-29,2026-01,VEH014,DRV004,CUS048,Pune,Hyderabad,588.0,Delivered,44207.0,24486.97,19720.03,44.61,41.64
TRP00188,2026-04-21,2026-04,VEH008,DRV007,CUS048,Ahmedabad,Nashik,477.9,Delivered,31083.0,22760.850000000002,8322.15,26.77,47.63
TRP00189,2025-12-03,2025-12,VEH002,DRV019,CUS023,Delhi,Jaipur,283.7,Delivered,14713.0,16594.64,-1881.64,-12.79,58.49
TRP00190,2026-07-25,2026-07,VEH004,DRV005,CUS049,Indore,Ahmedabad,425.0,In Transit,25740.0,19964.64,5775.36,22.44,46.98
TRP00191,2026-04-07,2026-04,VEH011,DRV027,CUS016,Surat,Indore,406.5,Delivered,15834.0,18479.23,-2645.23,-16.71,45.46
TRP00192,2026-06-21,2026-06,VEH003,DRV013,CUS033,Indore,Pune,613.7,Delivered,40122.0,23805.5,16316.5,40.67,38.79
TRP00193,2026-04-22,2026-04,VEH003,DRV024,CUS030,Indore,Nagpur,449.6,Delivered,26440.0,26836.46,-396.46,-1.5,59.69
TRP00194,2025-03-28,2025-03,VEH011,DRV018,CUS037,Hyderabad,Mumbai,716.3,Delivered,25013.0,25019.32,-6.32,-0.03,34.93
TRP00195,2025-06-22,2025-06,VEH006,DRV015,CUS030,Pune,Mumbai,150.6,Cancelled,740.0,0,740.0,100.0,0.0
TRP00196,2025-04-01,2025-04,VEH003,DRV021,CUS024,Pune,Nagpur,716.2,Delayed,45145.0,31746.62,13398.38,29.68,44.33
TRP00197,2025-09-26,2025-09,VEH014,DRV021,CUS006,Mumbai,Aurangabad,337.7,Delivered,22542.0,22656.83,-114.83,-0.51,67.09
TRP00198,2025-05-22,2025-05,VEH004,DRV028,CUS028,Mumbai,Hyderabad,701.7,Delivered,48248.0,30740.52,17507.48,36.29,43.81
TRP00199,2025-07-25,2025-07,VEH005,DRV021,CUS044,Mumbai,Delhi,1421.1,Delivered,109296.0,56615.479999999996,52680.52,48.2,39.84
TRP00200,2025-06-13,2025-06,VEH014,DRV020,CUS044,Delhi,Ahmedabad,928.1,Delivered,63423.0,37301.88,26121.12,41.19,40.19
TRP00201,2025-11-25,2025-11,VEH005,DRV008,CUS018,Mumbai,Nagpur,845.0,Delayed,64537.0,27892.69,36644.31,56.78,33.01
TRP00202,2025-10-10,2025-10,VEH010,DRV007,CUS034,Bengaluru,Chennai,345.5,Delayed,26932.0,21460.53,5471.47,20.32,62.11
TRP00203,2026-08-01,2026-08,VEH003,DRV017,CUS001,Aurangabad,Nagpur,490.3,In Transit,27513.0,22083.07,5429.93,19.74,45.04
TRP00204,2025-04-09,2025-04,VEH016,DRV025,CUS005,Nashik,Mumbai,160.2,Delivered,6052.0,11901.949999999999,-5849.95,-96.66,74.29
TRP00205,2025-07-13,2025-07,VEH017,DRV025,CUS027,Jaipur,Ahmedabad,644.6,Delivered,30681.0,28389.43,2291.57,7.47,44.04
TRP00206,2025-04-15,2025-04,VEH005,DRV018,CUS021,Indore,Surat,412.4,Delayed,35731.0,27432.370000000003,8298.63,23.23,66.52
TRP00207,2025-08-05,2025-08,VEH002,DRV008,CUS006,Ahmedabad,Jaipur,672.5,Delivered,31728.0,29018.54,2709.46,8.54,43.15
TRP00208,2026-07-27,2026-07,VEH012,DRV017,CUS034,Pune,Nagpur,686.1,In Transit,32760.0,37193.53,-4433.53,-13.53,54.21
TRP00209,2025-04-26,2025-04,VEH011,DRV026,CUS028,Indore,Pune,584.7,Cancelled,2543.0,731.39,1811.61,71.24,1.25
TRP00210,2025-06-05,2025-06,VEH006,DRV012,CUS011,Nagpur,Pune,729.1,Delayed,25655.0,20942.36,4712.64,18.37,28.72
TRP00211,2025-03-15,2025-03,VEH001,DRV008,CUS003,Indore,Hyderabad,730.5,Delivered,24453.0,30734.51,-6281.51,-25.69,42.07
TRP00212,2026-07-25,2026-07,VEH011,DRV009,CUS005,Aurangabad,Indore,464.7,In Transit,15673.0,18322.440000000002,-2649.44,-16.9,39.43
TRP00213,2026-05-20,2026-05,VEH013,DRV003,CUS030,Aurangabad,Nashik,208.9,Delivered,12360.0,13674.45,-1314.45,-10.63,65.46
TRP00214,2025-08-26,2025-08,VEH020,DRV008,CUS030,Aurangabad,Nagpur,504.7,Delayed,39381.0,28980.39,10400.61,26.41,57.42
TRP00215,2026-07-23,2026-07,VEH001,DRV030,CUS027,Mumbai,Nashik,164.6,In Transit,5602.0,10204.37,-4602.37,-82.16,61.99
TRP00216,2025-07-02,2025-07,VEH010,DRV004,CUS014,Chennai,Hyderabad,627.2,Cancelled,6661.0,462.89,6198.11,93.05,0.74
TRP00217,2026-07-09,2026-07,VEH017,DRV014,CUS045,Nagpur,Aurangabad,514.9,Delivered,23296.0,24371.16,-1075.16,-4.62,47.33
TRP00218,2026-03-16,2026-03,VEH014,DRV022,CUS009,Pune,Hyderabad,581.3,Cancelled,1701.0,0,1701.0,100.0,0.0
TRP00219,2025-12-25,2025-12,VEH003,DRV007,CUS009,Nashik,Ahmedabad,450.1,Delivered,27225.0,17017.88,10207.12,37.49,37.81
TRP00220,2025-03-20,2025-03,VEH010,DRV015,CUS017,Mumbai,Bengaluru,1019.1,Delivered,78903.0,36812.4,42090.6,53.34,36.12
TRP00221,2025-03-10,2025-03,VEH012,DRV013,CUS033,Ahmedabad,Mumbai,525.1,Cancelled,2246.0,0,2246.0,100.0,0.0
TRP00222,2026-07-26,2026-07,VEH004,DRV015,CUS007,Mumbai,Hyderabad,692.2,In Transit,48869.0,26259.45,22609.55,46.27,37.94
TRP00223,2025-08-28,2025-08,VEH003,DRV019,CUS038,Nagpur,Pune,683.2,Cancelled,5078.0,0,5078.0,100.0,0.0
TRP00224,2026-03-18,2026-03,VEH011,DRV004,CUS003,Indore,Bengaluru,1252.7,Delivered,44397.0,46709.04,-2312.04,-5.21,37.29
TRP00225,2025-10-16,2025-10,VEH007,DRV030,CUS012,Pune,Indore,614.0,Delivered,29337.0,22704.7,6632.3,22.61,36.98
TRP00226,2026-07-31,2026-07,VEH002,DRV003,CUS018,Surat,Ahmedabad,261.3,In Transit,13702.0,14077.25,-375.25,-2.74,53.87
TRP00227,2026-07-06,2026-07,VEH001,DRV013,CUS046,Nagpur,Indore,449.1,Delivered,15065.0,20763.579999999998,-5698.58,-37.83,46.23
TRP00228,2025-10-03,2025-10,VEH008,DRV001,CUS050,Pune,Indore,619.1,Delivered,33746.0,31556.43,2189.57,6.49,50.97
TRP00229,2026-03-11,2026-03,VEH018,DRV027,CUS048,Ahmedabad,Mumbai,554.3,Delivered,30330.0,36732.8,-6402.8,-21.11,66.27
TRP00230,2025-07-02,2025-07,VEH012,DRV030,CUS038,Nashik,Mumbai,164.7,Delivered,8828.0,11460.28,-2632.28,-29.82,69.58
TRP00231,2025-09-19,2025-09,VEH016,DRV018,CUS020,Pune,Nashik,205.2,Delivered,7333.0,24575.6,-17242.6,-235.14,119.76
TRP00232,2026-07-28,2026-07,VEH007,DRV026,CUS009,Hyderabad,Nagpur,521.8,In Transit,24277.0,18623.96,5653.04,23.29,35.69
TRP00233,2026-03-19,2026-03,VEH005,DRV025,CUS008,Chennai,Hyderabad,654.3,Delivered,47395.0,23793.75,23601.25,49.8,36.37
TRP00234,2026-02-07,2026-02,VEH006,DRV024,CUS028,Hyderabad,Bengaluru,560.8,Cancelled,918.0,0,918.0,100.0,0.0
TRP00235,2025-03-12,2025-03,VEH010,DRV005,CUS012,Pune,Mumbai,156.9,Delivered,14409.0,13738.42,670.58,4.65,87.56
TRP00236,2025-10-08,2025-10,VEH008,DRV021,CUS037,Aurangabad,Mumbai,328.7,Delayed,19386.0,29915.94,-10529.94,-54.32,91.01
TRP00237,2025-04-17,2025-04,VEH003,DRV027,CUS046,Nagpur,Hyderabad,495.6,Delivered,28097.0,22371.38,5725.62,20.38,45.14
TRP00238,2026-02-26,2026-02,VEH015,DRV024,CUS027,Jaipur,Mumbai,1165.9,Delivered,95790.0,34934.64,60855.36,63.53,29.96
TRP00239,2025-11-01,2025-11,VEH008,DRV006,CUS029,Indore,Mumbai,569.0,Delivered,34648.0,20308.11,14339.89,41.39,35.69
TRP00240,2026-06-16,2026-06,VEH006,DRV024,CUS005,Hyderabad,Aurangabad,524.1,Delivered,19793.0,30252.51,-10459.51,-52.84,57.72
TRP00241,2025-11-05,2025-11,VEH014,DRV006,CUS004,Mumbai,Aurangabad,351.1,Delivered,22192.0,17407.54,4784.46,21.56,49.58
TRP00242,2026-06-13,2026-06,VEH019,DRV018,CUS032,Mumbai,Delhi,1358.4,Delivered,92316.0,63127.67999999999,29188.32,31.62,46.47
TRP00243,2026-07-27,2026-07,VEH003,DRV016,CUS008,Indore,Nashik,403.1,In Transit,22653.0,26306.52,-3653.52,-16.13,65.26
TRP00244,2025-11-09,2025-11,VEH013,DRV012,CUS012,Ahmedabad,Delhi,954.9,Delivered,60188.0,39162.71,21025.29,34.93,41.01
TRP00245,2025-04-10,2025-04,VEH003,DRV022,CUS023,Delhi,Jaipur,288.5,Delivered,18732.0,21947.79,-3215.79,-17.17,76.08
TRP00246,2026-07-23,2026-07,VEH016,DRV019,CUS016,Indore,Hyderabad,701.1,In Transit,29083.0,25429.440000000002,3653.56,12.56,36.27
TRP00247,2025-08-23,2025-08,VEH020,DRV005,CUS008,Ahmedabad,Delhi,996.3,Cancelled,5331.0,0,5331.0,100.0,0.0
TRP00248,2026-07-24,2026-07,VEH005,DRV027,CUS039,Pune,Nagpur,719.7,In Transit,54593.0,27715.550000000003,26877.45,49.23,38.51
TRP00249,2026-04-12,2026-04,VEH009,DRV017,CUS030,Pune,Mumbai,153.0,Delivered,10213.0,26110.84,-15897.84,-155.66,170.66
TRP00250,2026-07-28,2026-07,VEH004,DRV030,CUS007,Indore,Aurangabad,475.1,In Transit,31778.0,28547.22,3230.78,10.17,60.09
TRP00251,2026-03-25,2026-03,VEH019,DRV020,CUS031,Mumbai,Surat,285.6,Delivered,19321.0,27677.239999999998,-8356.24,-43.25,96.91
TRP00252,2025-11-21,2025-11,VEH016,DRV030,CUS018,Nagpur,Aurangabad,517.7,Delivered,19993.0,22419.29,-2426.29,-12.14,43.31
TRP00253,2025-08-18,2025-08,VEH010,DRV024,CUS029,Nashik,Surat,270.9,Delayed,23458.0,14956.73,8501.27,36.24,55.21
TRP00254,2026-03-27,2026-03,VEH012,DRV027,CUS004,Chennai,Bengaluru,336.5,Delayed,16177.0,20286.59,-4109.59,-25.4,60.29
TRP00255,2025-08-29,2025-08,VEH007,DRV029,CUS013,Mumbai,Ahmedabad,533.5,Cancelled,2592.0,0,2592.0,100.0,0.0
TRP00256,2026-06-07,2026-06,VEH004,DRV022,CUS002,Pune,Hyderabad,569.8,Delivered,39670.0,23749.53,15920.47,40.13,41.68
TRP00257,2025-09-14,2025-09,VEH009,DRV024,CUS045,Mumbai,Nagpur,830.8,Delivered,58015.0,30791.58,27223.42,46.92,37.06
TRP00258,2025-02-15,2025-02,VEH014,DRV017,CUS002,Mumbai,Pune,147.1,Delivered,11134.0,27669.89,-16535.89,-148.52,188.1
TRP00259,2026-03-20,2026-03,VEH009,DRV014,CUS025,Nagpur,Indore,429.5,Delivered,30900.0,20194.07,10705.93,34.65,47.02
TRP00260,2025-11-17,2025-11,VEH012,DRV018,CUS042,Nashik,Aurangabad,205.5,Delivered,9816.0,13295.04,-3479.04,-35.44,64.7
TRP00261,2026-08-01,2026-08,VEH010,DRV007,CUS010,Chennai,Hyderabad,651.2,In Transit,47814.0,24568.08,23245.92,48.62,37.73
TRP00262,2025-03-15,2025-03,VEH001,DRV021,CUS032,Nashik,Aurangabad,210.7,Delivered,7723.0,30855.690000000002,-23132.69,-299.53,146.44
TRP00263,2026-07-31,2026-07,VEH018,DRV021,CUS031,Indore,Nagpur,451.4,In Transit,22709.0,20487.16,2221.84,9.78,45.39
TRP00264,2025-09-22,2025-09,VEH009,DRV024,CUS036,Nashik,Pune,218.8,Delayed,16133.0,15721.29,411.71,2.55,71.85
TRP00265,2025-04-20,2025-04,VEH011,DRV012,CUS017,Nashik,Ahmedabad,477.5,Delivered,18128.0,19248.75,-1120.75,-6.18,40.31
TRP00266,2025-08-31,2025-08,VEH013,DRV017,CUS020,Ahmedabad,Indore,420.5,Delivered,24478.0,17810.71,6667.29,27.24,42.36
TRP00267,2025-04-07,2025-04,VEH006,DRV025,CUS006,Bengaluru,Hyderabad,597.9,Delivered,21649.0,23250.399999999998,-1601.4,-7.4,38.89
TRP00268,2026-04-27,2026-04,VEH019,DRV025,CUS011,Hyderabad,Bengaluru,588.5,Delivered,40638.0,26914.18,13723.82,33.77,45.73
TRP00269,2026-07-31,2026-07,VEH001,DRV002,CUS035,Aurangabad,Pune,245.8,In Transit,9454.0,14779.720000000001,-5325.72,-56.33,60.13
TRP00270,2025-12-17,2025-12,VEH008,DRV008,CUS045,Nagpur,Indore,425.5,Delivered,23582.0,21739.239999999998,1842.76,7.81,51.09
TRP00271,2026-06-23,2026-06,VEH017,DRV020,CUS034,Nagpur,Hyderabad,512.5,Delivered,24747.0,18988.01,5758.99,23.27,37.05
TRP00272,2026-07-08,2026-07,VEH013,DRV001,CUS015,Bengaluru,Pune,823.6,Delayed,52474.0,29852.579999999998,22621.42,43.11,36.25
TRP00273,2025-03-28,2025-03,VEH013,DRV029,CUS041,Nagpur,Pune,713.9,Delivered,36590.0,29012.4,7577.6,20.71,40.64
TRP00274,2025-02-16,2025-02,VEH015,DRV013,CUS008,Aurangabad,Hyderabad,513.1,Delivered,39428.0,19826.09,19601.91,49.72,38.64
TRP00275,2025-06-07,2025-06,VEH020,DRV023,CUS009,Indore,Ahmedabad,396.2,Delayed,31187.0,15927.4,15259.6,48.93,40.2
TRP00276,2026-06-30,2026-06,VEH009,DRV027,CUS034,Pune,Aurangabad,235.7,Delivered,14883.0,30161.7,-15278.7,-102.66,127.97
TRP00277,2026-07-15,2026-07,VEH003,DRV030,CUS008,Indore,Aurangabad,451.7,Delivered,28865.0,27857.73,1007.27,3.49,61.67
TRP00278,2026-07-27,2026-07,VEH015,DRV010,CUS017,Indore,Bengaluru,1242.1,In Transit,97940.0,47818.950000000004,50121.05,51.18,38.5
TRP00279,2026-01-09,2026-01,VEH004,DRV004,CUS049,Mumbai,Surat,279.6,Delayed,19848.0,12840.35,7007.65,35.31,45.92
TRP00280,2026-03-08,2026-03,VEH003,DRV012,CUS022,Pune,Nashik,210.4,Delivered,13225.0,13096.09,128.91,0.97,62.24
TRP00281,2026-06-16,2026-06,VEH006,DRV004,CUS009,Ahmedabad,Mumbai,549.9,Delivered,18706.0,20610.84,-1904.84,-10.18,37.48
TRP00282,2026-07-30,2026-07,VEH012,DRV020,CUS002,Mumbai,Hyderabad,716.4,In Transit,32295.0,40042.28,-7747.28,-23.99,55.89
TRP00283,2026-01-19,2026-01,VEH017,DRV025,CUS048,Indore,Aurangabad,454.4,Cancelled,1503.0,0,1503.0,100.0,0.0
TRP00284,2026-08-01,2026-08,VEH008,DRV016,CUS023,Surat,Ahmedabad,274.6,In Transit,15839.0,13364.13,2474.87,15.63,48.67
TRP00285,2025-11-18,2025-11,VEH016,DRV028,CUS032,Mumbai,Jaipur,1165.8,Delivered,42802.0,41065.909999999996,1736.09,4.06,35.23
TRP00286,2026-07-30,2026-07,VEH008,DRV003,CUS030,Delhi,Ahmedabad,955.6,In Transit,63556.0,39574.53,23981.47,37.73,41.41
TRP00287,2026-08-01,2026-08,VEH001,DRV004,CUS026,Ahmedabad,Indore,410.6,In Transit,16278.0,18660.190000000002,-2382.19,-14.63,45.45
TRP00288,2025-09-23,2025-09,VEH018,DRV007,CUS042,Bengaluru,Indore,1198.9,Delivered,70520.0,45088.21000000001,25431.79,36.06,37.61
TRP00289,2025-09-22,2025-09,VEH016,DRV023,CUS043,Aurangabad,Nagpur,489.6,Delayed,20528.0,21572.61,-1044.61,-5.09,44.06
TRP00290,2025-06-30,2025-06,VEH010,DRV018,CUS034,Aurangabad,Nagpur,486.8,Delivered,36866.0,33863.51,3002.49,8.14,69.56
TRP00291,2025-05-28,2025-05,VEH007,DRV004,CUS026,Pune,Surat,449.1,Delayed,24423.0,24425.17,-2.17,-0.01,54.39
TRP00292,2026-07-02,2026-07,VEH019,DRV004,CUS050,Ahmedabad,Delhi,966.3,Delivered,67718.0,32291.64,35426.36,52.31,33.42
TRP00293,2026-07-24,2026-07,VEH019,DRV016,CUS033,Nashik,Pune,206.6,In Transit,15565.0,23514.52,-7949.52,-51.07,113.82
TRP00294,2025-11-14,2025-11,VEH017,DRV029,CUS025,Indore,Ahmedabad,422.5,Delayed,22024.0,31954.85,-9930.85,-45.09,75.63
TRP00295,2026-07-31,2026-07,VEH005,DRV005,CUS027,Bengaluru,Chennai,354.0,In Transit,27070.0,18468.29,8601.71,31.78,52.17
TRP00296,2026-07-07,2026-07,VEH010,DRV022,CUS023,Hyderabad,Mumbai,725.6,Cancelled,6996.0,617.47,6378.53,91.17,0.85
TRP00297,2025-11-26,2025-11,VEH018,DRV016,CUS038,Indore,Aurangabad,472.3,Delayed,28563.0,18285.81,10277.19,35.98,38.72
TRP00298,2025-07-21,2025-07,VEH001,DRV013,CUS010,Ahmedabad,Mumbai,522.6,Delayed,19160.0,22318.96,-3158.96,-16.49,42.71
TRP00299,2025-09-24,2025-09,VEH010,DRV007,CUS049,Delhi,Jaipur,289.8,Delivered,23049.0,28358.17,-5309.17,-23.03,97.85
TRP00300,2025-12-24,2025-12,VEH010,DRV023,CUS043,Ahmedabad,Mumbai,530.5,Cancelled,1235.0,0,1235.0,100.0,0.0
TRP00301,2025-08-24,2025-08,VEH015,DRV027,CUS015,Aurangabad,Nagpur,506.9,Delivered,39868.0,18927.23,20940.77,52.53,37.34
TRP00302,2025-06-20,2025-06,VEH006,DRV024,CUS033,Mumbai,Bengaluru,989.2,Delivered,32928.0,35593.06,-2665.06,-8.09,35.98
TRP00303,2025-12-12,2025-12,VEH005,DRV002,CUS010,Surat,Nashik,278.6,Delayed,20885.0,15970.19,4914.81,23.53,57.32
TRP00304,2026-03-27,2026-03,VEH011,DRV017,CUS015,Nashik,Pune,216.9,Delivered,8558.0,11091.220000000001,-2533.22,-29.6,51.14
TRP00305,2025-02-16,2025-02,VEH011,DRV012,CUS019,Surat,Pune,443.5,Delivered,16755.0,19885.21,-3130.21,-18.68,44.84
TRP00306,2025-06-03,2025-06,VEH020,DRV030,CUS040,Hyderabad,Pune,573.8,Delivered,40868.0,24405.83,16462.17,40.28,42.53
TRP00307,2026-01-01,2026-01,VEH012,DRV017,CUS033,Ahmedabad,Delhi,944.0,Delayed,45851.0,31793.52,14057.48,30.66,33.68
TRP00308,2026-04-17,2026-04,VEH018,DRV018,CUS001,Mumbai,Indore,596.9,Delivered,35392.0,28445.58,6946.42,19.63,47.66
TRP00309,2025-04-23,2025-04,VEH014,DRV021,CUS005,Mumbai,Delhi,1438.3,Delivered,104052.0,43558.09,60493.91,58.14,30.28
TRP00310,2025-02-24,2025-02,VEH008,DRV030,CUS017,Ahmedabad,Indore,413.3,Delivered,25147.0,17587.16,7559.84,30.06,42.55
TRP00311,2026-07-06,2026-07,VEH020,DRV003,CUS049,Nashik,Ahmedabad,477.4,Delivered,36490.0,33016.909999999996,3473.09,9.52,69.16
TRP00312,2026-03-14,2026-03,VEH015,DRV013,CUS026,Mumbai,Nashik,167.1,Delivered,13235.0,9978.2,3256.8,24.61,59.71
TRP00313,2026-03-17,2026-03,VEH012,DRV001,CUS036,Aurangabad,Hyderabad,486.7,Delivered,23559.0,22123.53,1435.47,6.09,45.46
TRP00314,2025-10-23,2025-10,VEH012,DRV007,CUS027,Bengaluru,Chennai,339.7,Delivered,17100.0,20639.08,-3539.08,-20.7,60.76
TRP00315,2025-04-16,2025-04,VEH002,DRV028,CUS049,Aurangabad,Hyderabad,507.0,Delivered,25214.0,29214.079999999998,-4000.08,-15.86,57.62
TRP00316,2026-07-28,2026-07,VEH011,DRV012,CUS009,Pune,Hyderabad,571.0,In Transit,20392.0,23906.78,-3514.78,-17.24,41.87
TRP00317,2025-02-11,2025-02,VEH019,DRV005,CUS037,Aurangabad,Indore,457.8,Delivered,33962.0,17850.57,16111.43,47.44,38.99
TRP00318,2026-05-09,2026-05,VEH009,DRV027,CUS024,Hyderabad,Mumbai,707.5,Delivered,46676.0,30437.09,16238.91,34.79,43.02
TRP00319,2025-04-26,2025-04,VEH020,DRV003,CUS018,Hyderabad,Mumbai,699.9,Delayed,58686.0,31907.519999999997,26778.48,45.63,45.59
TRP00320,2026-06-05,2026-06,VEH019,DRV019,CUS026,Nashik,Ahmedabad,447.5,Delivered,29422.0,19305.22,10116.78,34.39,43.14
TRP00321,2026-07-06,2026-07,VEH019,DRV024,CUS019,Mumbai,Hyderabad,717.7,Delivered,55732.0,26298.55,29433.45,52.81,36.64
TRP00322,2025-07-06,2025-07,VEH020,DRV022,CUS011,Bengaluru,Chennai,339.0,Delivered,26397.0,18650.31,7746.69,29.35,55.02
TRP00323,2026-02-11,2026-02,VEH016,DRV008,CUS005,Pune,Nagpur,681.4,Delivered,25172.0,44972.16,-19800.16,-78.66,66.0
TRP00324,2025-08-04,2025-08,VEH011,DRV004,CUS046,Chennai,Hyderabad,619.9,Delayed,22273.0,36494.5,-14221.5,-63.85,58.87
TRP00325,2026-01-26,2026-01,VEH003,DRV017,CUS017,Ahmedabad,Surat,261.8,Delivered,15157.0,22993.1,-7836.1,-51.7,87.83
TRP00326,2025-08-17,2025-08,VEH005,DRV015,CUS011,Pune,Bengaluru,858.0,Delivered,69056.0,29357.99,39698.01,57.49,34.22
TRP00327,2026-04-03,2026-04,VEH011,DRV024,CUS008,Hyderabad,Indore,705.8,Delivered,24026.0,26703.51,-2677.51,-11.14,37.83
TRP00328,2025-08-10,2025-08,VEH005,DRV021,CUS033,Surat,Mumbai,279.8,Delivered,22774.0,21548.4,1225.6,5.38,77.01
TRP00329,2026-06-04,2026-06,VEH001,DRV029,CUS047,Aurangabad,Nashik,207.3,Delivered,7104.0,12124.25,-5020.25,-70.67,58.49
TRP00330,2026-01-23,2026-01,VEH005,DRV026,CUS038,Nashik,Pune,212.3,Delivered,15761.0,12900.31,2860.69,18.15,60.76
TRP00331,2025-07-10,2025-07,VEH004,DRV001,CUS013,Chennai,Hyderabad,631.5,Delivered,43586.0,30424.56,13161.44,30.2,48.18
TRP00332,2025-02-08,2025-02,VEH002,DRV029,CUS035,Chennai,Bengaluru,337.2,Delayed,16636.0,18816.489999999998,-2180.49,-13.11,55.8
TRP00333,2026-03-04,2026-03,VEH012,DRV028,CUS003,Hyderabad,Chennai,653.2,Delivered,30066.0,30482.66,-416.66,-1.39,46.67
TRP00334,2025-02-12,2025-02,VEH008,DRV030,CUS006,Aurangabad,Nashik,212.8,Delivered,12065.0,29687.85,-17622.85,-146.07,139.51
TRP00335,2025-07-15,2025-07,VEH001,DRV013,CUS042,Surat,Pune,432.9,Delivered,15231.0,24791.260000000002,-9560.26,-62.77,57.27
TRP00336,2026-06-16,2026-06,VEH019,DRV012,CUS040,Indore,Pune,591.1,Delivered,38584.0,26941.33,11642.67,30.17,45.58
TRP00337,2025-09-30,2025-09,VEH012,DRV025,CUS046,Indore,Surat,415.4,Delayed,20429.0,19243.93,1185.07,5.8,46.33
TRP00338,2026-03-12,2026-03,VEH017,DRV013,CUS022,Hyderabad,Aurangabad,512.4,Delivered,27403.0,23985.3,3417.7,12.47,46.81
TRP00339,2025-03-17,2025-03,VEH016,DRV030,CUS039,Ahmedabad,Jaipur,654.1,Delivered,24805.0,33337.11,-8532.11,-34.4,50.97
TRP00340,2026-07-22,2026-07,VEH020,DRV002,CUS050,Nashik,Pune,211.1,Delivered,17204.0,12192.39,5011.61,29.13,57.76
TRP00341,2025-05-06,2025-05,VEH008,DRV020,CUS011,Mumbai,Surat,291.4,Cancelled,1050.0,0,1050.0,100.0,0.0
TRP00342,2025-11-25,2025-11,VEH019,DRV007,CUS034,Pune,Mumbai,146.3,Delivered,10454.0,9514.08,939.92,8.99,65.03
TRP00343,2026-03-30,2026-03,VEH008,DRV020,CUS013,Bengaluru,Indore,1219.2,Delivered,70587.0,44425.03,26161.97,37.06,36.44
TRP00344,2026-05-06,2026-05,VEH004,DRV026,CUS033,Nagpur,Pune,724.5,Delivered,53616.0,26124.559999999998,27491.44,51.27,36.06
TRP00345,2026-03-05,2026-03,VEH015,DRV022,CUS030,Ahmedabad,Nashik,463.9,Delivered,35518.0,19287.46,16230.54,45.7,41.58
TRP00346,2025-11-28,2025-11,VEH011,DRV014,CUS023,Chennai,Hyderabad,641.3,Delivered,22667.0,20965.75,1701.25,7.51,32.69
TRP00347,2025-08-20,2025-08,VEH016,DRV011,CUS023,Surat,Pune,431.3,Cancelled,2045.0,601.75,1443.25,70.57,1.4
TRP00348,2025-06-09,2025-06,VEH007,DRV008,CUS013,Hyderabad,Pune,559.2,Delayed,29087.0,23184.35,5902.65,20.29,41.46
TRP00349,2025-11-15,2025-11,VEH001,DRV025,CUS035,Surat,Mumbai,284.9,Delivered,10605.0,16000.01,-5395.01,-50.87,56.16
TRP00350,2026-03-17,2026-03,VEH005,DRV002,CUS034,Ahmedabad,Jaipur,668.8,Delivered,49690.0,24342.050000000003,25347.95,51.01,36.4
TRP00351,2026-01-06,2026-01,VEH017,DRV015,CUS021,Mumbai,Pune,148.0,Delivered,6538.0,14684.6,-8146.6,-124.6,99.22
TRP00352,2026-02-23,2026-02,VEH009,DRV016,CUS040,Nagpur,Hyderabad,505.0,Delivered,32484.0,16726.31,15757.69,48.51,33.12
TRP00353,2026-07-31,2026-07,VEH005,DRV019,CUS044,Bengaluru,Pune,863.2,In Transit,63518.0,34394.69,29123.31,45.85,39.85
TRP00354,2026-07-31,2026-07,VEH005,DRV016,CUS001,Pune,Nashik,206.0,In Transit,15769.0,24828.3,-9059.3,-57.45,120.53
TRP00355,2025-10-25,2025-10,VEH009,DRV018,CUS037,Mumbai,Ahmedabad,543.4,Delivered,36870.0,21606.23,15263.77,41.4,39.76
TRP00356,2025-06-11,2025-06,VEH012,DRV012,CUS036,Hyderabad,Aurangabad,495.3,Delivered,24823.0,22620.88,2202.12,8.87,45.67
TRP00357,2026-05-10,2026-05,VEH018,DRV006,CUS050,Nashik,Aurangabad,215.0,Delivered,12476.0,10050.61,2425.39,19.44,46.75
