trip_id,customer_id,vehicle_id,driver_id,origin,destination,dispatch_date,expected_delivery_date,actual_delivery_date,trip_status,is_on_time,is_delayed,delay_days
TRP00220,CUS017,VEH010,DRV015,Mumbai,Bengaluru,2025-03-20,2025-03-23,2025-03-23,Delivered,1,0,0
TRP00221,CUS033,VEH012,DRV013,Ahmedabad,Mumbai,2025-03-10,2025-03-11,,Cancelled,0,0,
TRP00222,CUS007,VEH004,DRV015,Mumbai,Hyderabad,2026-07-26,2026-07-28,,In Transit,0,0,
TRP00223,CUS038,VEH003,DRV019,Nagpur,Pune,2025-08-28,2025-08-30,,Cancelled,0,0,
TRP00224,CUS003,VEH011,DRV004,Indore,Bengaluru,2026-03-18,2026-03-21,2026-03-21,Delivered,1,0,0
TRP00225,CUS012,VEH007,DRV030,Pune,Indore,2025-10-16,2025-10-18,2025-10-18,Delivered,1,0,0
TRP00226,CUS018,VEH002,DRV003,Surat,Ahmedabad,2026-07-31,2026-08-01,,In Transit,0,0,
TRP00227,CUS046,VEH001,DRV013,Nagpur,Indore,2026-07-06,2026-07-07,2026-07-07,Delivered,1,0,0
TRP00228,CUS050,VEH008,DRV001,Pune,Indore,2025-10-03,2025-10-04,2025-10-03,Delivered,1,0,-1
TRP00229,CUS048,VEH018,DRV027,Ahmedabad,Mumbai,2026-03-11,2026-03-13,2026-03-12,Delivered,1,0,-1
TRP00230,CUS038,VEH012,DRV030,Nashik,Mumbai,2025-07-02,2025-07-03,2025-07-02,Delivered,1,0,-1
TRP00231,CUS020,VEH016,DRV018,Pune,Nashik,2025-09-19,2025-09-20,2025-09-20,Delivered,1,0,0
TRP00232,CUS009,VEH007,DRV026,Hyderabad,Nagpur,2026-07-28,2026-07-30,,In Transit,0,0,
TRP00233,CUS008,VEH005,DRV025,Chennai,Hyderabad,2026-03-19,2026-03-21,2026-03-21,Delivered,1,0,0
TRP00234,CUS028,VEH006,DRV024,Hyderabad,Bengaluru,2026-02-07,2026-02-09,,Cancelled,0,0,
TRP00235,CUS012,VEH010,DRV005,Pune,Mumbai,2025-03-12,2025-03-13,2025-03-13,Delivered,1,0,0
TRP00236,CUS037,VEH008,DRV021,Aurangabad,Mumbai,2025-10-08,2025-10-09,2025-10-12,Delayed,0,1,3
TRP00237,CUS046,VEH003,DRV027,Nagpur,Hyderabad,2025-04-17,2025-04-18,2025-04-17,Delivered,1,0,-1
TRP00238,CUS027,VEH015,DRV024,Jaipur,Mumbai,2026-02-26,2026-03-02,2026-03-02,Delivered,1,0,0
TRP00239,CUS029,VEH008,DRV006,Indore,Mumbai,2025-11-01,2025-11-02,2025-11-01,Delivered,1,0,-1
TRP00240,CUS005,VEH006,DRV024,Hyderabad,Aurangabad,2026-06-16,2026-06-17,2026-06-17,Delivered,1,0,0
TRP00241,CUS004,VEH014,DRV006,Mumbai,Aurangabad,2025-11-05,2025-11-06,2025-11-06,Delivered,1,0,0
TRP00242,CUS032,VEH019,DRV018,Mumbai,Delhi,2026-06-13,2026-06-17,2026-06-16,Delivered,1,0,-1
TRP00243,CUS008,VEH003,DRV016,Indore,Nashik,2026-07-27,2026-07-28,,In Transit,0,0,
TRP00244,CUS012,VEH013,DRV012,Ahmedabad,Delhi,2025-11-09,2025-11-12,2025-11-11,Delivered,1,0,-1
TRP00245,CUS023,VEH003,DRV022,Delhi,Jaipur,2025-04-10,2025-04-11,2025-04-11,Delivered,1,0,0
TRP00246,CUS016,VEH016,DRV019,Indore,Hyderabad,2026-07-23,2026-07-25,,In Transit,0,0,
TRP00247,CUS008,VEH020,DRV005,Ahmedabad,Delhi,2025-08-23,2025-08-26,,Cancelled,0,0,
TRP00248,CUS039,VEH005,DRV027,Pune,Nagpur,2026-07-24,2026-07-26,,In Transit,0,0,
TRP00249,CUS030,VEH009,DRV017,Pune,Mumbai,2026-04-12,2026-04-13,2026-04-12,Delivered,1,0,-1
TRP00250,CUS007,VEH004,DRV030,Indore,Aurangabad,2026-07-28,2026-07-29,,In Transit,0,0,
TRP00251,CUS031,VEH019,DRV020,Mumbai,Surat,2026-03-25,2026-03-26,2026-03-26,Delivered,1,0,0
TRP00252,CUS018,VEH016,DRV030,Nagpur,Aurangabad,2025-11-21,2025-11-22,2025-11-21,Delivered,1,0,-1
TRP00253,CUS029,VEH010,DRV024,Nashik,Surat,2025-08-18,2025-08-19,2025-08-23,Delayed,0,1,4
TRP00254,CUS004,VEH012,DRV027,Chennai,Bengaluru,2026-03-27,2026-03-28,2026-04-02,Delayed,0,1,5
TRP00255,CUS013,VEH007,DRV029,Mumbai,Ahmedabad,2025-08-29,2025-08-31,,Cancelled,0,0,
TRP00256,CUS002,VEH004,DRV022,Pune,Hyderabad,2026-06-07,2026-06-09,2026-06-09,Delivered,1,0,0
TRP00257,CUS045,VEH009,DRV024,Mumbai,Nagpur,2025-09-14,2025-09-16,2025-09-15,Delivered,1,0,-1
TRP00258,CUS002,VEH014,DRV017,Mumbai,Pune,2025-02-15,2025-02-16,2025-02-16,Delivered,1,0,0
TRP00259,CUS025,VEH009,DRV014,Nagpur,Indore,2026-03-20,2026-03-21,2026-03-20,Delivered,1,0,-1
TRP00260,CUS042,VEH012,DRV018,Nashik,Aurangabad,2025-11-17,2025-11-18,2025-11-18,Delivered,1,0,0
TRP00261,CUS010,VEH010,DRV007,Chennai,Hyderabad,2026-08-01,2026-08-03,,In Transit,0,0,
TRP00262,CUS032,VEH001,DRV021,Nashik,Aurangabad,2025-03-15,2025-03-16,2025-03-15,Delivered,1,0,-1
TRP00263,CUS031,VEH018,DRV021,Indore,Nagpur,2026-07-31,2026-08-01,,In Transit,0,0,
TRP00264,CUS036,VEH009,DRV024,Nashik,Pune,2025-09-22,2025-09-23,2025-09-29,Delayed,0,1,6
TRP00265,CUS017,VEH011,DRV012,Nashik,Ahmedabad,2025-04-20,2025-04-21,2025-04-20,Delivered,1,0,-1
TRP00266,CUS020,VEH013,DRV017,Ahmedabad,Indore,2025-08-31,2025-09-01,2025-09-01,Delivered,1,0,0
TRP00267,CUS006,VEH006,DRV025,Bengaluru,Hyderabad,2025-04-07,2025-04-09,2025-04-09,Delivered,1,0,0
TRP00268,CUS011,VEH019,DRV025,Hyderabad,Bengaluru,2026-04-27,2026-04-29,2026-04-29,Delivered,1,0,0
TRP00269,CUS035,VEH001,DRV002,Aurangabad,Pune,2026-07-31,2026-08-01,,In Transit,0,0,
TRP00270,CUS045,VEH008,DRV008,Nagpur,Indore,2025-12-17,2025-12-18,2025-12-17,Delivered,1,0,-1
TRP00271,CUS034,VEH017,DRV020,Nagpur,Hyderabad,2026-06-23,2026-06-24,2026-06-23,Delivered,1,0,-1
TRP00272,CUS015,VEH013,DRV001,Bengaluru,Pune,2026-07-08,2026-07-10,2026-07-13,Delayed,0,1,3
TRP00273,CUS041,VEH013,DRV029,Nagpur,Pune,2025-03-28,2025-03-30,2025-03-29,Delivered,1,0,-1
TRP00274,CUS008,VEH015,DRV013,Aurangabad,Hyderabad,2025-02-16,2025-02-17,2025-02-16,Delivered,1,0,-1
TRP00275,CUS009,VEH020,DRV023,Indore,Ahmedabad,2025-06-07,2025-06-08,2025-06-09,Delayed,0,1,1
TRP00276,CUS034,VEH009,DRV027,Pune,Aurangabad,2026-06-30,2026-07-01,2026-07-01,Delivered,1,0,0
TRP00277,CUS008,VEH003,DRV030,Indore,Aurangabad,2026-07-15,2026-07-16,2026-07-15,Delivered,1,0,-1
TRP00278,CUS017,VEH015,DRV010,Indore,Bengaluru,2026-07-27,2026-07-30,,In Transit,0,0,
TRP00279,CUS049,VEH004,DRV004,Mumbai,Surat,2026-01-09,2026-01-10,2026-01-14,Delayed,0,1,4
TRP00280,CUS022,VEH003,DRV012,Pune,Nashik,2026-03-08,2026-03-09,2026-03-09,Delivered,1,0,0
TRP00281,CUS009,VEH006,DRV004,Ahmedabad,Mumbai,2026-06-16,2026-06-17,2026-06-17,Delivered,1,0,0
TRP00282,CUS002,VEH012,DRV020,Mumbai,Hyderabad,2026-07-30,2026-08-01,,In Transit,0,0,
TRP00283,CUS048,VEH017,DRV025,Indore,Aurangabad,2026-01-19,2026-01-20,,Cancelled,0,0,
TRP00284,CUS023,VEH008,DRV016,Surat,Ahmedabad,2026-08-01,2026-08-02,,In Transit,0,0,
TRP00285,CUS032,VEH016,DRV028,Mumbai,Jaipur,2025-11-18,2025-11-22,2025-11-21,Delivered,1,0,-1
TRP00286,CUS030,VEH008,DRV003,Delhi,Ahmedabad,2026-07-30,2026-08-02,,In Transit,0,0,
TRP00287,CUS026,VEH001,DRV004,Ahmedabad,Indore,2026-08-01,2026-08-02,,In Transit,0,0,
TRP00288,CUS042,VEH018,DRV007,Bengaluru,Indore,2025-09-23,2025-09-26,2025-09-26,Delivered,1,0,0
TRP00289,CUS043,VEH016,DRV023,Aurangabad,Nagpur,2025-09-22,2025-09-24,2025-09-27,Delayed,0,1,3
TRP00290,CUS034,VEH010,DRV018,Aurangabad,Nagpur,2025-06-30,2025-07-01,2025-07-01,Delivered,1,0,0
TRP00291,CUS026,VEH007,DRV004,Pune,Surat,2025-05-28,2025-05-29,2025-05-30,Delayed,0,1,1
TRP00292,CUS050,VEH019,DRV004,Ahmedabad,Delhi,2026-07-02,2026-07-05,2026-07-04,Delivered,1,0,-1
TRP00293,CUS033,VEH019,DRV016,Nashik,Pune,2026-07-24,2026-07-25,,In Transit,0,0,
TRP00294,CUS025,VEH017,DRV029,Indore,Ahmedabad,2025-11-14,2025-11-15,2025-11-18,Delayed,0,1,3
TRP00295,CUS027,VEH005,DRV005,Bengaluru,Chennai,2026-07-31,2026-08-01,,In Transit,0,0,
TRP00296,CUS023,VEH010,DRV022,Hyderabad,Mumbai,2026-07-07,2026-07-09,,Cancelled,0,0,
TRP00297,CUS038,VEH018,DRV016,Indore,Aurangabad,2025-11-26,2025-11-27,2025-12-01,Delayed,0,1,4
TRP00298,CUS010,VEH001,DRV013,Ahmedabad,Mumbai,2025-07-21,2025-07-22,2025-07-28,Delayed,0,1,6
TRP00299,CUS049,VEH010,DRV007,Delhi,Jaipur,2025-09-24,2025-09-25,2025-09-25,Delivered,1,0,0
TRP00300,CUS043,VEH010,DRV023,Ahmedabad,Mumbai,2025-12-24,2025-12-25,,Cancelled,0,0,
TRP00301,CUS015,VEH015,DRV027,Aurangabad,Nagpur,2025-08-24,2025-08-25,2025-08-24,Delivered,1,0,-1
TRP00302,CUS033,VEH006,DRV024,Mumbai,Bengaluru,2025-06-20,2025-06-23,2025-06-23,Delivered,1,0,0
TRP00303,CUS010,VEH005,DRV002,Surat,Nashik,2025-12-12,2025-12-13,2025-12-18,Delayed,0,1,5
TRP00304,CUS015,VEH011,DRV017,Nashik,Pune,2026-03-27,2026-03-28,2026-03-27,Delivered,1,0,-1
TRP00305,CUS019,VEH011,DRV012,Surat,Pune,2025-02-16,2025-02-17,2025-02-17,Delivered,1,0,0
TRP00306,CUS040,VEH020,DRV030,Hyderabad,Pune,2025-06-03,2025-06-05,2025-06-05,Delivered,1,0,0
TRP00307,CUS033,VEH012,DRV017,Ahmedabad,Delhi,2026-01-01,2026-01-04,2026-01-05,Delayed,0,1,1
TRP00308,CUS001,VEH018,DRV018,Mumbai,Indore,2026-04-17,2026-04-18,2026-04-17,Delivered,1,0,-1
TRP00309,CUS005,VEH014,DRV021,Mumbai,Delhi,2025-04-23,2025-04-27,2025-04-27,Delivered,1,0,0
TRP00310,CUS017,VEH008,DRV030,Ahmedabad,Indore,2025-02-24,2025-02-25,2025-02-24,Delivered,1,0,-1
TRP00311,CUS049,VEH020,DRV003,Nashik,Ahmedabad,2026-07-06,2026-07-07,2026-07-07,Delivered,1,0,0
TRP00312,CUS026,VEH015,DRV013,Mumbai,Nashik,2026-03-14,2026-03-15,2026-03-15,Delivered,1,0,0
TRP00313,CUS036,VEH012,DRV001,Aurangabad,Hyderabad,2026-03-17,2026-03-18,2026-03-17,Delivered,1,0,-1
TRP00314,CUS027,VEH012,DRV007,Bengaluru,Chennai,2025-10-23,2025-10-24,2025-10-23,Delivered,1,0,-1
TRP00315,CUS049,VEH002,DRV028,Aurangabad,Hyderabad,2025-04-16,2025-04-17,2025-04-16,Delivered,1,0,-1
TRP00316,CUS009,VEH011,DRV012,Pune,Hyderabad,2026-07-28,2026-07-30,,In Transit,0,0,
TRP00317,CUS037,VEH019,DRV005,Aurangabad,Indore,2025-02-11,2025-02-12,2025-02-11,Delivered,1,0,-1
TRP00318,CUS024,VEH009,DRV027,Hyderabad,Mumbai,2026-05-09,2026-05-11,2026-05-11,Delivered,1,0,0
TRP00319,CUS018,VEH020,DRV003,Hyderabad,Mumbai,2025-04-26,2025-04-28,2025-04-29,Delayed,0,1,1
TRP00320,CUS026,VEH019,DRV019,Nashik,Ahmedabad,2026-06-05,2026-06-06,2026-06-05,Delivered,1,0,-1
TRP00321,CUS019,VEH019,DRV024,Mumbai,Hyderabad,2026-07-06,2026-07-08,2026-07-07,Delivered,1,0,-1
TRP00322,CUS011,VEH020,DRV022,Bengaluru,Chennai,2025-07-06,2025-07-07,2025-07-07,Delivered,1,0,0
TRP00323,CUS005,VEH016,DRV008,Pune,Nagpur,2026-02-11,2026-02-13,2026-02-13,Delivered,1,0,0
TRP00324,CUS046,VEH011,DRV004,Chennai,Hyderabad,2025-08-04,2025-08-06,2025-08-10,Delayed,0,1,4
TRP00325,CUS017,VEH003,DRV017,Ahmedabad,Surat,2026-01-26,2026-01-27,2026-01-27,Delivered,1,0,0
TRP00326,CUS011,VEH005,DRV015,Pune,Bengaluru,2025-08-17,2025-08-20,2025-08-19,Delivered,1,0,-1
TRP00327,CUS008,VEH011,DRV024,Hyderabad,Indore,2026-04-03,2026-04-05,2026-04-04,Delivered,1,0,-1
TRP00328,CUS033,VEH005,DRV021,Surat,Mumbai,2025-08-10,2025-08-11,2025-08-11,Delivered,1,0,0
TRP00329,CUS047,VEH001,DRV029,Aurangabad,Nashik,2026-06-04,2026-06-05,2026-06-04,Delivered,1,0,-1
TRP00330,CUS038,VEH005,DRV026,Nashik,Pune,2026-01-23,2026-01-24,2026-01-23,Delivered,1,0,-1
TRP00331,CUS013,VEH004,DRV001,Chennai,Hyderabad,2025-07-10,2025-07-12,2025-07-11,Delivered,1,0,-1
TRP00332,CUS035,VEH002,DRV029,Chennai,Bengaluru,2025-02-08,2025-02-09,2025-02-15,Delayed,0,1,6
TRP00333,CUS003,VEH012,DRV028,Hyderabad,Chennai,2026-03-04,2026-03-06,2026-03-05,Delivered,1,0,-1
TRP00334,CUS006,VEH008,DRV030,Aurangabad,Nashik,2025-02-12,2025-02-13,2025-02-12,Delivered,1,0,-1
TRP00335,CUS042,VEH001,DRV013,Surat,Pune,2025-07-15,2025-07-16,2025-07-16,Delivered,1,0,0
TRP00336,CUS040,VEH019,DRV012,Indore,Pune,2026-06-16,2026-06-18,2026-06-18,Delivered,1,0,0
TRP00337,CUS046,VEH012,DRV025,Indore,Surat,2025-09-30,2025-10-01,2025-10-07,Delayed,0,1,6
TRP00338,CUS022,VEH017,DRV013,Hyderabad,Aurangabad,2026-03-12,2026-03-13,2026-03-12,Delivered,1,0,-1
TRP00339,CUS039,VEH016,DRV030,Ahmedabad,Jaipur,2025-03-17,2025-03-19,2025-03-19,Delivered,1,0,0
TRP00340,CUS050,VEH020,DRV002,Nashik,Pune,2026-07-22,2026-07-23,2026-07-22,Delivered,1,0,-1
TRP00341,CUS011,VEH008,DRV020,Mumbai,Surat,2025-05-06,2025-05-07,,Cancelled,0,0,
TRP00342,CUS034,VEH019,DRV007,Pune,Mumbai,2025-11-25,2025-11-26,2025-11-26,Delivered,1,0,0
TRP00343,CUS013,VEH008,DRV020,Bengaluru,Indore,2026-03-30,2026-04-02,2026-04-01,Delivered,1,0,-1
TRP00344,CUS033,VEH004,DRV026,Nagpur,Pune,2026-05-06,2026-05-08,2026-05-08,Delivered,1,0,0
TRP00345,CUS030,VEH015,DRV022,Ahmedabad,Nashik,2026-03-05,2026-03-06,2026-03-05,Delivered,1,0,-1
TRP00346,CUS023,VEH011,DRV014,Chennai,Hyderabad,2025-11-28,2025-11-30,2025-11-30,Delivered,1,0,0
TRP00347,CUS023,VEH016,DRV011,Surat,Pune,2025-08-20,2025-08-21,,Cancelled,0,0,
TRP00348,CUS013,VEH007,DRV008,Hyderabad,Pune,2025-06-09,2025-06-10,2025-06-16,Delayed,0,1,6
TRP00349,CUS035,VEH001,DRV025,Surat,Mumbai,2025-11-15,2025-11-16,2025-11-16,Delivered,1,0,0
TRP00350,CUS034,VEH005,DRV002,Ahmedabad,Jaipur,2026-03-17,2026-03-19,2026-03-18,Delivered,1,0,-1
TRP00351,CUS021,VEH017,DRV015,Mumbai,Pune,2026-01-06,2026-01-07,2026-01-07,Delivered,1,0,0
TRP00352,CUS040,VEH009,DRV016,Nagpur,Hyderabad,2026-02-23,2026-02-24,2026-02-24,Delivered,1,0,0
TRP00353,CUS044,VEH005,DRV019,Bengaluru,Pune,2026-07-31,2026-08-02,,In Transit,0,0,
TRP00354,CUS001,VEH005,DRV016,Pune,Nashik,2026-07-31,2026-08-01,,In Transit,0,0,
TRP00355,CUS037,VEH009,DRV018,Mumbai,Ahmedabad,2025-10-25,2025-10-26,2025-10-25,Delivered,1,0,-1
TRP00356,CUS036,VEH012,DRV012,Hyderabad,Aurangabad,2025-06-11,2025-06-12,2025-06-11,Delivered,1,0,-1
TRP00357,CUS050,VEH018,DRV006,Nashik,Aurangabad,2026-05-10,2026-05-11,2026-05-11,Delivered,1,0,0
TRP00358,CUS011,VEH005,DRV028,Nagpur,Hyderabad,2025-04-21,2025-04-23,2025-04-23,Delivered,1,0,0
TRP00359,CUS018,VEH010,DRV023,Surat,Indore,2026-07-28,2026-07-29,,In Transit,0,0,
TRP00360,CUS002,VEH006,DRV006,Hyderabad,Mumbai,2025-04-29,2025-05-01,,Cancelled,0,0,
TRP00361,CUS004,VEH016,DRV018,Nashik,Mumbai,2025-05-24,2025-05-25,,Cancelled,0,0,
TRP00362,CUS016,VEH010,DRV008,Nashik,Aurangabad,2025-07-31,2025-08-01,2025-08-01,Delivered,1,0,0
TRP00363,CUS035,VEH016,DRV015,Indore,Pune,2025-08-07,2025-08-09,,Cancelled,0,0,
TRP00364,CUS041,VEH014,DRV017,Delhi,Jaipur,2025-05-09,2025-05-10,2025-05-10,Delivered,1,0,0
TRP00365,CUS034,VEH001,DRV001,Mumbai,Hyderabad,2026-06-25,2026-06-27,2026-06-27,Delivered,1,0,0
TRP00366,CUS015,VEH010,DRV020,Pune,Mumbai,2026-07-29,2026-07-30,,In Transit,0,0,
TRP00367,CUS025,VEH013,DRV027,Pune,Bengaluru,2025-11-12,2025-11-14,2025-11-14,Delivered,1,0,0
TRP00368,CUS019,VEH006,DRV005,Bengaluru,Mumbai,2026-06-25,2026-06-28,2026-06-27,Delivered,1,0,-1
TRP00369,CUS007,VEH001,DRV006,Nashik,Aurangabad,2025-10-03,2025-10-04,2025-10-05,Delayed,0,1,1
TRP00370,CUS032,VEH010,DRV026,Nagpur,Aurangabad,2025-07-06,2025-07-08,2025-07-08,Delivered,1,0,0
TRP00371,CUS017,VEH007,DRV029,Ahmedabad,Surat,2025-10-19,2025-10-20,2025-10-24,Delayed,0,1,4
TRP00372,CUS048,VEH007,DRV015,Aurangabad,Mumbai,2025-12-23,2025-12-24,2025-12-23,Delivered,1,0,-1
TRP00373,CUS008,VEH018,DRV017,Pune,Nagpur,2025-04-01,2025-04-03,2025-04-02,Delivered,1,0,-1
TRP00374,CUS001,VEH014,DRV011,Jaipur,Mumbai,2025-10-13,2025-10-17,2025-10-16,Delivered,1,0,-1
TRP00375,CUS024,VEH020,DRV005,Mumbai,Nagpur,2026-01-19,2026-01-21,2026-01-27,Delayed,0,1,6
TRP00376,CUS035,VEH005,DRV023,Mumbai,Aurangabad,2026-01-28,2026-01-29,,Cancelled,0,0,
TRP00377,CUS009,VEH012,DRV024,Nagpur,Pune,2025-12-05,2025-12-07,2025-12-07,Delivered,1,0,0
TRP00378,CUS047,VEH012,DRV011,Indore,Bengaluru,2025-07-21,2025-07-25,,Cancelled,0,0,
TRP00379,CUS001,VEH012,DRV015,Bengaluru,Chennai,2026-02-14,2026-02-15,2026-02-14,Delivered,1,0,-1
TRP00380,CUS025,VEH018,DRV027,Aurangabad,Pune,2025-11-23,2025-11-24,2025-11-24,Delivered,1,0,0
TRP00381,CUS009,VEH003,DRV002,Nashik,Pune,2025-05-19,2025-05-20,2025-05-20,Delivered,1,0,0
TRP00382,CUS004,VEH019,DRV009,Nagpur,Aurangabad,2025-09-08,2025-09-09,2025-09-08,Delivered,1,0,-1
TRP00383,CUS048,VEH012,DRV018,Indore,Ahmedabad,2025-11-06,2025-11-07,2025-11-06,Delivered,1,0,-1
TRP00384,CUS007,VEH007,DRV017,Aurangabad,Mumbai,2025-10-19,2025-10-20,2025-10-19,Delivered,1,0,-1
TRP00385,CUS041,VEH004,DRV025,Aurangabad,Indore,2025-05-24,2025-05-25,2025-05-27,Delayed,0,1,2
TRP00386,CUS039,VEH006,DRV018,Delhi,Ahmedabad,2026-01-05,2026-01-07,2026-01-07,Delivered,1,0,0
TRP00387,CUS016,VEH011,DRV020,Indore,Aurangabad,2025-10-25,2025-10-26,2025-10-26,Delivered,1,0,0
TRP00388,CUS039,VEH002,DRV010,Nashik,Mumbai,2025-12-11,2025-12-12,2025-12-11,Delivered,1,0,-1
TRP00389,CUS036,VEH009,DRV030,Chennai,Bengaluru,2025-03-17,2025-03-18,2025-03-17,Delivered,1,0,-1
TRP00390,CUS015,VEH019,DRV008,Nagpur,Pune,2025-09-17,2025-09-19,2025-09-19,Delivered,1,0,0
TRP00391,CUS007,VEH019,DRV027,Nashik,Indore,2025-04-05,2025-04-06,2025-04-06,Delivered,1,0,0
TRP00392,CUS008,VEH014,DRV030,Bengaluru,Pune,2026-03-05,2026-03-08,,Cancelled,0,0,
TRP00393,CUS045,VEH011,DRV017,Pune,Bengaluru,2026-05-09,2026-05-11,,Cancelled,0,0,
TRP00394,CUS009,VEH013,DRV005,Nagpur,Hyderabad,2026-03-22,2026-03-23,2026-03-23,Delivered,1,0,0
TRP00395,CUS009,VEH005,DRV025,Hyderabad,Indore,2025-08-26,2025-08-28,2025-09-03,Delayed,0,1,6
TRP00396,CUS028,VEH009,DRV025,Surat,Nashik,2026-04-06,2026-04-07,2026-04-07,Delivered,1,0,0
TRP00397,CUS020,VEH001,DRV025,Jaipur,Mumbai,2026-05-05,2026-05-08,,Cancelled,0,0,
TRP00398,CUS049,VEH012,DRV005,Mumbai,Nagpur,2025-07-08,2025-07-10,,Cancelled,0,0,
TRP00399,CUS029,VEH004,DRV010,Indore,Hyderabad,2025-09-03,2025-09-05,2025-09-05,Delivered,1,0,0
TRP00400,CUS045,VEH005,DRV023,Mumbai,Nashik,2025-10-26,2025-10-27,2025-10-27,Delivered,1,0,0
TRP00401,CUS030,VEH009,DRV002,Mumbai,Pune,2026-02-10,2026-02-11,2026-02-12,Delayed,0,1,1
TRP00402,CUS025,VEH013,DRV008,Chennai,Bengaluru,2025-05-08,2025-05-09,2025-05-09,Delivered,1,0,0
TRP00403,CUS034,VEH002,DRV008,Nashik,Indore,2026-01-28,2026-01-29,2026-01-29,Delivered,1,0,0
TRP00404,CUS004,VEH017,DRV009,Nagpur,Pune,2026-07-23,2026-07-25,,In Transit,0,0,
TRP00405,CUS026,VEH011,DRV029,Mumbai,Hyderabad,2025-09-27,2025-09-29,,Cancelled,0,0,
TRP00406,CUS029,VEH020,DRV011,Delhi,Jaipur,2025-09-02,2025-09-03,2025-09-03,Delivered,1,0,0
TRP00407,CUS050,VEH005,DRV014,Delhi,Mumbai,2025-04-17,2025-04-21,2025-04-20,Delivered,1,0,-1
TRP00408,CUS002,VEH005,DRV024,Surat,Nashik,2026-05-06,2026-05-07,2026-05-07,Delivered,1,0,0
TRP00409,CUS002,VEH005,DRV006,Indore,Pune,2025-10-01,2025-10-03,2025-10-03,Delivered,1,0,0
TRP00410,CUS039,VEH005,DRV017,Hyderabad,Indore,2026-07-30,2026-08-01,,In Transit,0,0,
TRP00411,CUS001,VEH014,DRV025,Indore,Pune,2025-09-02,2025-09-03,2025-09-04,Delayed,0,1,1
TRP00412,CUS040,VEH015,DRV028,Hyderabad,Bengaluru,2026-07-29,2026-07-31,,In Transit,0,0,
TRP00413,CUS021,VEH013,DRV024,Indore,Surat,2025-03-18,2025-03-19,2025-03-19,Delivered,1,0,0
TRP00414,CUS035,VEH008,DRV017,Indore,Surat,2025-03-29,2025-03-30,2025-03-30,Delivered,1,0,0
TRP00415,CUS011,VEH010,DRV015,Ahmedabad,Jaipur,2025-07-02,2025-07-04,2025-07-10,Delayed,0,1,6
TRP00416,CUS050,VEH004,DRV006,Ahmedabad,Nashik,2026-04-06,2026-04-07,2026-04-06,Delivered,1,0,-1
TRP00417,CUS030,VEH007,DRV029,Mumbai,Nagpur,2026-07-25,2026-07-27,,In Transit,0,0,
TRP00418,CUS024,VEH015,DRV021,Nagpur,Mumbai,2026-07-31,2026-08-02,,In Transit,0,0,
TRP00419,CUS011,VEH002,DRV025,Hyderabad,Nagpur,2025-07-05,2025-07-07,2025-07-06,Delivered,1,0,-1
TRP00420,CUS041,VEH015,DRV010,Pune,Nashik,2025-10-24,2025-10-25,2025-10-25,Delivered,1,0,0
TRP00421,CUS032,VEH001,DRV020,Pune,Hyderabad,2026-05-05,2026-05-07,2026-05-06,Delivered,1,0,-1
TRP00422,CUS036,VEH020,DRV021,Pune,Surat,2025-03-16,2025-03-17,2025-03-18,Delayed,0,1,1
TRP00423,CUS006,VEH010,DRV011,Mumbai,Ahmedabad,2025-11-25,2025-11-26,2025-11-25,Delivered,1,0,-1
TRP00424,CUS003,VEH012,DRV030,Nagpur,Mumbai,2026-07-24,2026-07-26,,In Transit,0,0,
TRP00425,CUS008,VEH016,DRV005,Pune,Indore,2025-09-09,2025-09-11,2025-09-10,Delivered,1,0,-1
TRP00426,CUS031,VEH017,DRV003,Nashik,Aurangabad,2026-02-04,2026-02-05,2026-02-05,Delivered,1,0,0
TRP00427,CUS012,VEH016,DRV026,Bengaluru,Pune,2025-03-03,2025-03-05,2025-03-04,Delivered,1,0,-1
TRP00428,CUS027,VEH020,DRV014,Mumbai,Surat,2025-02-18,2025-02-19,2025-02-25,Delayed,0,1,6
TRP00429,CUS033,VEH010,DRV010,Aurangabad,Hyderabad,2026-01-22,2026-01-23,2026-01-28,Delayed,0,1,5
TRP00430,CUS022,VEH006,DRV007,Hyderabad,Nagpur,2025-03-15,2025-03-16,2025-03-16,Delivered,1,0,0
TRP00431,CUS022,VEH018,DRV029,Bengaluru,Indore,2025-12-10,2025-12-13,2025-12-19,Delayed,0,1,6
TRP00432,CUS044,VEH007,DRV019,Hyderabad,Nagpur,2025-07-09,2025-07-10,2025-07-09,Delivered,1,0,-1
TRP00433,CUS011,VEH018,DRV027,Indore,Aurangabad,2025-12-19,2025-12-20,2025-12-20,Delivered,1,0,0
TRP00434,CUS016,VEH003,DRV016,Nagpur,Aurangabad,2025-12-13,2025-12-15,2025-12-15,Delivered,1,0,0
TRP00435,CUS033,VEH003,DRV015,Nashik,Mumbai,2026-01-21,2026-01-22,2026-01-22,Delivered,1,0,0
TRP00436,CUS034,VEH004,DRV027,Mumbai,Hyderabad,2025-06-05,2025-06-07,2025-06-06,Delivered,1,0,-1
TRP00437,CUS030,VEH003,DRV011,Mumbai,Surat,2025-03-02,2025-03-03,2025-03-06,Delayed,0,1,3
TRP00438,CUS019,VEH007,DRV007,Indore,Pune,2025-11-13,2025-11-15,2025-11-18,Delayed,0,1,3
TRP00439,CUS007,VEH018,DRV017,Surat,Pune,2025-11-24,2025-11-25,2025-11-24,Delivered,1,0,-1
