payment_id,trip_id,customer_id,customer_name,invoice_date,invoice_amount,due_date,payment_date,payment_status,days_overdue
PAY00256,TRP00256,CUS002,Sai Exports,2026-06-12,39670.0,2026-07-12,2026-07-05,Paid,
PAY00257,TRP00257,CUS045,Deccan Motors,2025-09-15,58015.0,2025-10-15,,Overdue,302
PAY00258,TRP00258,CUS002,Sai Exports,2025-02-18,11134.0,2025-03-20,2025-03-10,Paid,
PAY00259,TRP00259,CUS025,Shree Retail Chain,2026-03-23,30900.0,2026-04-22,,Overdue,113
PAY00260,TRP00260,CUS042,National Motors,2025-11-20,9816.0,2025-12-20,2025-12-16,Paid,
PAY00261,TRP00261,CUS010,Metro Agro Foods,2026-08-01,47814.0,2026-09-15,,Pending,
PAY00262,TRP00262,CUS032,Royal Manufacturing Co,2025-03-18,7723.0,2025-05-02,,Overdue,468
PAY00263,TRP00263,CUS031,Sai Pharma Ltd,2026-08-01,22709.0,2026-08-31,,Pending,
PAY00264,TRP00264,CUS036,United Industries,2025-09-29,16133.0,2025-11-28,,Overdue,258
PAY00265,TRP00265,CUS017,Krishna Logistics Pvt Ltd,2025-04-21,18128.0,2025-05-21,2025-05-05,Paid,
PAY00266,TRP00266,CUS020,Golden Manufacturing Co,2025-09-04,24478.0,2025-11-03,2025-11-12,Paid,
PAY00267,TRP00267,CUS006,Vishal Traders,2025-04-12,21649.0,2025-05-12,,Overdue,458
PAY00268,TRP00268,CUS011,Sai Manufacturing Co,2026-04-29,40638.0,2026-05-29,2026-05-23,Paid,
PAY00269,TRP00269,CUS035,Krishna Manufacturing Co,2026-08-01,9454.0,2026-09-15,,Pending,
PAY00270,TRP00270,CUS045,Deccan Motors,2025-12-18,23582.0,2026-01-17,2026-01-07,Paid,
PAY00271,TRP00271,CUS034,Vindhya Manufacturing Co,2026-06-26,24747.0,2026-07-11,2026-06-29,Paid,
PAY00272,TRP00272,CUS015,Sunrise Impex,2026-07-14,52474.0,2026-08-13,,Pending,
PAY00273,TRP00273,CUS041,Sahyadri Retail Chain,2025-03-31,36590.0,2025-04-30,,Overdue,470
PAY00274,TRP00274,CUS008,Sahyadri Merchandise,2025-02-17,39428.0,2025-04-03,2025-03-28,Paid,
PAY00275,TRP00275,CUS009,Western Retail Chain,2025-06-10,31187.0,2025-06-25,2025-06-14,Paid,
PAY00276,TRP00276,CUS034,Vindhya Manufacturing Co,2026-07-02,14883.0,2026-07-17,2026-07-10,Paid,
PAY00277,TRP00277,CUS008,Sahyadri Merchandise,2026-07-17,28865.0,2026-08-31,2026-08-01,Paid,
PAY00278,TRP00278,CUS017,Krishna Logistics Pvt Ltd,2026-08-01,97940.0,2026-08-31,,Pending,
PAY00279,TRP00279,CUS049,Krishna Pharma Ltd,2026-01-17,19848.0,2026-03-03,,Overdue,163
PAY00280,TRP00280,CUS022,Vishal Industries,2026-03-09,13225.0,2026-04-08,2026-03-27,Paid,
PAY00281,TRP00281,CUS009,Western Retail Chain,2026-06-18,18706.0,2026-07-03,2026-06-27,Paid,
PAY00282,TRP00282,CUS002,Sai Exports,2026-08-01,32295.0,2026-08-31,,Pending,
PAY00283,TRP00283,CUS048,Prime Agro Foods,,0.0,,,Not Applicable,
PAY00284,TRP00284,CUS023,Prime Pharma Ltd,2026-08-01,15839.0,2026-08-31,,Pending,
PAY00285,TRP00285,CUS032,Royal Manufacturing Co,2025-11-24,42802.0,2026-01-08,,Overdue,217
PAY00286,TRP00286,CUS030,Metro Pharma Ltd,2026-08-01,63556.0,2026-08-31,,Pending,
PAY00287,TRP00287,CUS026,Jai Manufacturing Co,2026-08-01,16278.0,2026-08-31,,Pending,
PAY00288,TRP00288,CUS042,National Motors,2025-09-28,70520.0,2025-10-28,2025-10-03,Paid,
PAY00289,TRP00289,CUS043,Deccan Distributors,2025-09-30,20528.0,2025-10-30,,Overdue,287
PAY00290,TRP00290,CUS034,Vindhya Manufacturing Co,2025-07-01,36866.0,2025-07-16,2025-07-25,Paid,
PAY00291,TRP00291,CUS026,Jai Manufacturing Co,2025-05-31,24423.0,2025-06-30,2025-07-07,Paid,
PAY00292,TRP00292,CUS050,Jai Pharma Ltd,2026-07-04,67718.0,2026-08-03,2026-07-31,Paid,
PAY00293,TRP00293,CUS033,Malabar Traders,2026-07-27,15565.0,2026-08-26,,Pending,
PAY00294,TRP00294,CUS025,Shree Retail Chain,2025-11-21,22024.0,2025-12-21,,Overdue,235
PAY00295,TRP00295,CUS027,National Exports,2026-08-01,27070.0,2026-08-31,,Pending,
PAY00296,TRP00296,CUS023,Prime Pharma Ltd,,0.0,,,Not Applicable,
PAY00297,TRP00297,CUS038,Ganges Distributors,2025-12-01,28563.0,2025-12-31,,Overdue,225
PAY00298,TRP00298,CUS010,Metro Agro Foods,2025-07-30,19160.0,2025-09-13,2025-09-06,Paid,
PAY00299,TRP00299,CUS049,Krishna Pharma Ltd,2025-09-28,23049.0,2025-11-12,,Overdue,274
PAY00300,TRP00300,CUS043,Deccan Distributors,,0.0,,,Not Applicable,
PAY00301,TRP00301,CUS015,Sunrise Impex,2025-08-25,39868.0,2025-09-24,,Overdue,323
PAY00302,TRP00302,CUS033,Malabar Traders,2025-06-24,32928.0,2025-07-24,2025-07-06,Paid,
PAY00303,TRP00303,CUS010,Metro Agro Foods,2025-12-19,20885.0,2026-02-02,,Overdue,192
PAY00304,TRP00304,CUS015,Sunrise Impex,2026-03-30,8558.0,2026-04-29,2026-05-07,Paid,
PAY00305,TRP00305,CUS019,Jai Impex,2025-02-17,16755.0,2025-03-19,2025-03-13,Paid,
PAY00306,TRP00306,CUS040,National Impex,2025-06-05,40868.0,2025-06-20,2025-06-19,Paid,
PAY00307,TRP00307,CUS033,Malabar Traders,2026-01-08,45851.0,2026-02-07,,Overdue,187
PAY00308,TRP00308,CUS001,Malabar Retail Chain,2026-04-19,35392.0,2026-05-19,,Overdue,86
PAY00309,TRP00309,CUS005,Om Industries,2025-04-28,104052.0,2025-05-28,2025-05-22,Paid,
PAY00310,TRP00310,CUS017,Krishna Logistics Pvt Ltd,2025-02-26,25147.0,2025-03-28,2025-04-06,Paid,
PAY00311,TRP00311,CUS049,Krishna Pharma Ltd,2026-07-07,36490.0,2026-08-21,,Pending,
PAY00312,TRP00312,CUS026,Jai Manufacturing Co,2026-03-15,13235.0,2026-04-14,,Overdue,121
PAY00313,TRP00313,CUS036,United Industries,2026-03-18,23559.0,2026-05-17,2026-05-07,Paid,
PAY00314,TRP00314,CUS027,National Exports,2025-10-25,17100.0,2025-11-24,,Overdue,262
PAY00315,TRP00315,CUS049,Krishna Pharma Ltd,2025-04-18,25214.0,2025-06-02,,Overdue,437
PAY00316,TRP00316,CUS009,Western Retail Chain,2026-07-30,20392.0,2026-08-14,,Pending,
PAY00317,TRP00317,CUS037,Konkan Corporation,2025-02-12,33962.0,2025-03-14,,Overdue,517
PAY00318,TRP00318,CUS024,Western Logistics Pvt Ltd,2026-05-14,46676.0,2026-06-28,2026-06-09,Paid,
PAY00319,TRP00319,CUS018,Shree Manufacturing Co,2025-05-01,58686.0,2025-05-31,2025-05-17,Paid,
PAY00320,TRP00320,CUS026,Jai Manufacturing Co,2026-06-07,29422.0,2026-07-07,2026-06-18,Paid,
PAY00321,TRP00321,CUS019,Jai Impex,2026-07-10,55732.0,2026-08-09,,Pending,
PAY00322,TRP00322,CUS011,Sai Manufacturing Co,2025-07-10,26397.0,2025-08-09,,Overdue,369
PAY00323,TRP00323,CUS005,Om Industries,2026-02-15,25172.0,2026-03-17,,Overdue,149
PAY00324,TRP00324,CUS046,Ganges Textiles,2025-08-13,22273.0,2025-09-12,2025-09-09,Paid,
PAY00325,TRP00325,CUS017,Krishna Logistics Pvt Ltd,2026-01-29,15157.0,2026-02-28,,Overdue,166
PAY00326,TRP00326,CUS011,Sai Manufacturing Co,2025-08-19,69056.0,2025-09-18,,Overdue,329
PAY00327,TRP00327,CUS008,Sahyadri Merchandise,2026-04-06,24026.0,2026-05-21,2026-04-29,Paid,
PAY00328,TRP00328,CUS033,Malabar Traders,2025-08-14,22774.0,2025-09-13,2025-09-19,Paid,
PAY00329,TRP00329,CUS047,Vishal Motors,2026-06-06,7104.0,2026-06-21,2026-06-07,Paid,
PAY00330,TRP00330,CUS038,Ganges Distributors,2026-01-23,15761.0,2026-02-22,,Overdue,172
PAY00331,TRP00331,CUS013,Krishna Corporation,2025-07-12,43586.0,2025-08-26,,Overdue,352
PAY00332,TRP00332,CUS035,Krishna Manufacturing Co,2025-02-16,16636.0,2025-04-02,2025-03-01,Paid,
PAY00333,TRP00333,CUS003,Vishal Retail Chain,2026-03-07,30066.0,2026-05-06,2026-03-18,Paid,
PAY00334,TRP00334,CUS006,Vishal Traders,2025-02-12,12065.0,2025-03-14,2025-03-18,Paid,
PAY00335,TRP00335,CUS042,National Motors,2025-07-17,15231.0,2025-08-16,,Overdue,362
PAY00336,TRP00336,CUS040,National Impex,2026-06-21,38584.0,2026-07-06,,Overdue,38
PAY00337,TRP00337,CUS046,Ganges Textiles,2025-10-09,20429.0,2025-11-08,2025-10-18,Paid,
PAY00338,TRP00338,CUS022,Vishal Industries,2026-03-14,27403.0,2026-04-13,2026-04-21,Paid,
PAY00339,TRP00339,CUS039,Krishna Traders,2025-03-21,24805.0,2025-05-05,,Overdue,465
PAY00340,TRP00340,CUS050,Jai Pharma Ltd,2026-07-23,17204.0,2026-08-22,2026-08-01,Paid,
PAY00341,TRP00341,CUS011,Sai Manufacturing Co,,0.0,,,Not Applicable,
PAY00342,TRP00342,CUS034,Vindhya Manufacturing Co,2025-11-27,10454.0,2025-12-12,2025-12-10,Paid,
PAY00343,TRP00343,CUS013,Krishna Corporation,2026-04-02,70587.0,2026-05-17,2026-04-04,Paid,
PAY00344,TRP00344,CUS033,Malabar Traders,2026-05-09,53616.0,2026-06-08,,Overdue,66
PAY00345,TRP00345,CUS030,Metro Pharma Ltd,2026-03-08,35518.0,2026-04-07,2026-03-19,Paid,
PAY00346,TRP00346,CUS023,Prime Pharma Ltd,2025-11-30,22667.0,2025-12-30,2025-12-28,Paid,
PAY00347,TRP00347,CUS023,Prime Pharma Ltd,,0.0,,,Not Applicable,
PAY00348,TRP00348,CUS013,Krishna Corporation,2025-06-18,29087.0,2025-08-02,2025-07-12,Paid,
PAY00349,TRP00349,CUS035,Krishna Manufacturing Co,2025-11-17,10605.0,2026-01-01,,Overdue,224
PAY00350,TRP00350,CUS034,Vindhya Manufacturing Co,2026-03-18,49690.0,2026-04-02,2026-04-04,Paid,
PAY00351,TRP00351,CUS021,National Merchandise,2026-01-10,6538.0,2026-02-09,,Overdue,185
PAY00352,TRP00352,CUS040,National Impex,2026-02-27,32484.0,2026-03-14,,Overdue,152
PAY00353,TRP00353,CUS044,Malabar Merchandise,2026-08-01,63518.0,2026-09-15,,Pending,
PAY00354,TRP00354,CUS001,Malabar Retail Chain,2026-08-01,15769.0,2026-08-31,,Pending,
PAY00355,TRP00355,CUS037,Konkan Corporation,2025-10-26,36870.0,2025-11-25,,Overdue,261
PAY00356,TRP00356,CUS036,United Industries,2025-06-12,24823.0,2025-08-11,,Overdue,367
PAY00357,TRP00357,CUS050,Jai Pharma Ltd,2026-05-13,12476.0,2026-06-12,2026-06-14,Paid,
PAY00358,TRP00358,CUS011,Sai Manufacturing Co,2025-04-26,37428.0,2025-05-26,2025-05-10,Paid,
PAY00359,TRP00359,CUS018,Shree Manufacturing Co,2026-07-30,32076.0,2026-08-29,,Pending,
PAY00360,TRP00360,CUS002,Sai Exports,,0.0,,,Not Applicable,
PAY00361,TRP00361,CUS004,Om Enterprises,,0.0,,,Not Applicable,
PAY00362,TRP00362,CUS016,Sahyadri Enterprises,2025-08-03,17066.0,2025-09-17,,Overdue,330
PAY00363,TRP00363,CUS035,Krishna Manufacturing Co,,0.0,,,Not Applicable,
PAY00364,TRP00364,CUS041,Sahyadri Retail Chain,2025-05-11,18516.0,2025-06-10,2025-06-07,Paid,
PAY00365,TRP00365,CUS034,Vindhya Manufacturing Co,2026-06-28,26202.0,2026-07-13,2026-07-07,Paid,
PAY00366,TRP00366,CUS015,Sunrise Impex,2026-07-31,11518.0,2026-08-30,,Pending,
PAY00367,TRP00367,CUS025,Shree Retail Chain,2025-11-17,51475.0,2025-12-17,,Overdue,239
PAY00368,TRP00368,CUS019,Jai Impex,2026-06-29,36949.0,2026-07-29,2026-07-29,Paid,
PAY00369,TRP00369,CUS007,Sunrise Retail Chain,2025-10-05,7700.0,2025-10-20,2025-10-10,Paid,
PAY00370,TRP00370,CUS032,Royal Manufacturing Co,2025-07-10,38081.0,2025-08-24,,Overdue,354
PAY00371,TRP00371,CUS017,Krishna Logistics Pvt Ltd,2025-10-27,12812.0,2025-11-26,,Overdue,260
PAY00372,TRP00372,CUS048,Prime Agro Foods,2025-12-26,16153.0,2026-01-10,,Overdue,215
PAY00373,TRP00373,CUS008,Sahyadri Merchandise,2025-04-04,41412.0,2025-05-19,2025-05-10,Paid,
PAY00374,TRP00374,CUS001,Malabar Retail Chain,2025-10-16,86722.0,2025-11-15,2025-11-01,Paid,
PAY00375,TRP00375,CUS024,Western Logistics Pvt Ltd,2026-01-30,58694.0,2026-03-16,,Overdue,150
PAY00376,TRP00376,CUS035,Krishna Manufacturing Co,,0.0,,,Not Applicable,
PAY00377,TRP00377,CUS009,Western Retail Chain,2025-12-07,30809.0,2025-12-22,2025-12-24,Paid,
PAY00378,TRP00378,CUS047,Vishal Motors,,0.0,,,Not Applicable,
PAY00379,TRP00379,CUS001,Malabar Retail Chain,2026-02-17,14901.0,2026-03-19,2026-03-15,Paid,
PAY00380,TRP00380,CUS025,Shree Retail Chain,2025-11-26,12699.0,2025-12-26,2026-01-01,Paid,
PAY00381,TRP00381,CUS009,Western Retail Chain,2025-05-20,12488.0,2025-06-04,2025-05-29,Paid,
PAY00382,TRP00382,CUS004,Om Enterprises,2025-09-09,36560.0,2025-10-24,2025-10-01,Paid,
PAY00383,TRP00383,CUS048,Prime Agro Foods,2025-11-09,20128.0,2025-11-24,2025-11-20,Paid,
PAY00384,TRP00384,CUS007,Sunrise Retail Chain,2025-10-22,16652.0,2025-11-06,2025-10-26,Paid,
PAY00385,TRP00385,CUS041,Sahyadri Retail Chain,2025-05-29,31858.0,2025-06-28,2025-06-07,Paid,
PAY00386,TRP00386,CUS039,Krishna Traders,2026-01-10,37753.0,2026-02-24,,Overdue,170
PAY00387,TRP00387,CUS016,Sahyadri Enterprises,2025-10-28,16166.0,2025-12-12,,Overdue,244
PAY00388,TRP00388,CUS039,Krishna Traders,2025-12-14,8204.0,2026-01-28,2025-12-31,Paid,
PAY00389,TRP00389,CUS036,United Industries,2025-03-19,23236.0,2025-05-18,2025-05-14,Paid,
PAY00390,TRP00390,CUS015,Sunrise Impex,2025-09-20,47977.0,2025-10-20,2025-10-22,Paid,
PAY00391,TRP00391,CUS007,Sunrise Retail Chain,2025-04-07,29585.0,2025-04-22,2025-04-29,Paid,
PAY00392,TRP00392,CUS008,Sahyadri Merchandise,,0.0,,,Not Applicable,
PAY00393,TRP00393,CUS045,Deccan Motors,,0.0,,,Not Applicable,
PAY00394,TRP00394,CUS009,Western Retail Chain,2026-03-26,31144.0,2026-04-10,2026-03-31,Paid,
PAY00395,TRP00395,CUS009,Western Retail Chain,2025-09-03,54102.0,2025-09-18,2025-09-05,Paid,
PAY00396,TRP00396,CUS028,Sahyadri Textiles,2026-04-10,17803.0,2026-04-25,2026-05-03,Paid,
PAY00397,TRP00397,CUS020,Golden Manufacturing Co,,0.0,,,Not Applicable,
PAY00398,TRP00398,CUS049,Krishna Pharma Ltd,,0.0,,,Not Applicable,
PAY00399,TRP00399,CUS029,Vindhya Pharma Ltd,2025-09-08,48329.0,2025-10-08,2025-10-10,Paid,
PAY00400,TRP00400,CUS045,Deccan Motors,2025-10-27,13289.0,2025-11-26,2025-12-02,Paid,
PAY00401,TRP00401,CUS030,Metro Pharma Ltd,2026-02-15,10958.0,2026-03-17,2026-02-23,Paid,
PAY00402,TRP00402,CUS025,Shree Retail Chain,2025-05-10,20720.0,2025-06-09,2025-05-16,Paid,
PAY00403,TRP00403,CUS034,Vindhya Manufacturing Co,2026-01-30,18861.0,2026-02-14,,Overdue,180
PAY00404,TRP00404,CUS004,Om Enterprises,2026-07-26,36595.0,2026-09-09,,Pending,
PAY00405,TRP00405,CUS026,Jai Manufacturing Co,,0.0,,,Not Applicable,
PAY00406,TRP00406,CUS029,Vindhya Pharma Ltd,2025-09-04,24254.0,2025-10-04,,Overdue,313
PAY00407,TRP00407,CUS050,Jai Pharma Ltd,2025-04-22,111701.0,2025-05-22,2025-05-30,Paid,
PAY00408,TRP00408,CUS002,Sai Exports,2026-05-08,19233.0,2026-06-07,2026-05-09,Paid,
PAY00409,TRP00409,CUS002,Sai Exports,2025-10-04,45945.0,2025-11-03,2025-10-09,Paid,
PAY00410,TRP00410,CUS039,Krishna Traders,2026-08-01,50113.0,2026-09-15,,Pending,
PAY00411,TRP00411,CUS001,Malabar Retail Chain,2025-09-07,41603.0,2025-10-07,,Overdue,310
PAY00412,TRP00412,CUS040,National Impex,2026-08-01,43571.0,2026-08-16,,Pending,
PAY00413,TRP00413,CUS021,National Merchandise,2025-03-19,25420.0,2025-04-18,2025-03-27,Paid,
PAY00414,TRP00414,CUS035,Krishna Manufacturing Co,2025-04-02,22010.0,2025-05-17,2025-04-09,Paid,
PAY00415,TRP00415,CUS011,Sai Manufacturing Co,2025-07-12,56439.0,2025-08-11,2025-07-18,Paid,
PAY00416,TRP00416,CUS050,Jai Pharma Ltd,2026-04-09,30790.0,2026-05-09,,Overdue,96
PAY00417,TRP00417,CUS030,Metro Pharma Ltd,2026-07-30,36105.0,2026-08-29,,Pending,
PAY00418,TRP00418,CUS024,Western Logistics Pvt Ltd,2026-08-01,60832.0,2026-09-15,,Pending,
PAY00419,TRP00419,CUS011,Sai Manufacturing Co,2025-07-08,23479.0,2025-08-07,2025-07-09,Paid,
PAY00420,TRP00420,CUS041,Sahyadri Retail Chain,2025-10-27,17020.0,2025-11-26,,Overdue,260
PAY00421,TRP00421,CUS032,Royal Manufacturing Co,2026-05-09,20119.0,2026-06-23,2026-06-25,Paid,
PAY00422,TRP00422,CUS036,United Industries,2025-03-19,35760.0,2025-05-18,2025-03-26,Paid,
PAY00423,TRP00423,CUS006,Vishal Traders,2025-11-27,49919.0,2025-12-27,2025-12-01,Paid,
PAY00424,TRP00424,CUS003,Vishal Retail Chain,2026-07-26,39720.0,2026-09-24,,Pending,
PAY00425,TRP00425,CUS008,Sahyadri Merchandise,2025-09-13,23761.0,2025-10-28,2025-09-30,Paid,
PAY00426,TRP00426,CUS031,Sai Pharma Ltd,2026-02-06,10799.0,2026-03-08,2026-03-04,Paid,
PAY00427,TRP00427,CUS012,Deccan Merchandise,2025-03-04,32567.0,2025-05-03,2025-03-31,Paid,
PAY00428,TRP00428,CUS027,National Exports,2025-02-26,22473.0,2025-03-28,2025-03-24,Paid,
PAY00429,TRP00429,CUS033,Malabar Traders,2026-01-30,36896.0,2026-03-01,,Overdue,165
PAY00430,TRP00430,CUS022,Vishal Industries,2025-03-17,17271.0,2025-04-16,2025-04-18,Paid,
PAY00431,TRP00431,CUS022,Vishal Industries,2025-12-22,67003.0,2026-01-21,,Overdue,204
PAY00432,TRP00432,CUS044,Malabar Merchandise,2025-07-11,23918.0,2025-08-25,,Overdue,353
PAY00433,TRP00433,CUS011,Sai Manufacturing Co,2025-12-21,25969.0,2026-01-20,2025-12-28,Paid,
PAY00434,TRP00434,CUS016,Sahyadri Enterprises,2025-12-17,33398.0,2026-01-31,2026-01-18,Paid,
PAY00435,TRP00435,CUS033,Malabar Traders,2026-01-25,9988.0,2026-02-24,,Overdue,170
PAY00436,TRP00436,CUS034,Vindhya Manufacturing Co,2025-06-09,49267.0,2025-06-24,2025-06-29,Paid,
PAY00437,TRP00437,CUS030,Metro Pharma Ltd,2025-03-09,16851.0,2025-04-08,2025-04-06,Paid,
PAY00438,TRP00438,CUS019,Jai Impex,2025-11-20,29161.0,2025-12-20,2025-12-18,Paid,
PAY00439,TRP00439,CUS007,Sunrise Retail Chain,2025-11-27,23740.0,2025-12-12,2025-12-14,Paid,
PAY00440,TRP00440,CUS029,Vindhya Pharma Ltd,2025-05-30,18091.0,2025-06-29,,Overdue,410
PAY00441,TRP00441,CUS038,Ganges Distributors,2026-08-01,81742.0,2026-08-31,,Pending,
PAY00442,TRP00442,CUS006,Vishal Traders,2026-06-04,83166.0,2026-07-04,,Overdue,40
PAY00443,TRP00443,CUS024,Western Logistics Pvt Ltd,2026-01-05,25559.0,2026-02-19,2026-02-02,Paid,
PAY00444,TRP00444,CUS011,Sai Manufacturing Co,2025-05-23,7839.0,2025-06-22,,Overdue,417
PAY00445,TRP00445,CUS030,Metro Pharma Ltd,2025-07-23,28005.0,2025-08-22,2025-08-01,Paid,
PAY00446,TRP00446,CUS028,Sahyadri Textiles,2025-04-30,30965.0,2025-05-15,,Overdue,455
PAY00447,TRP00447,CUS007,Sunrise Retail Chain,2025-06-04,35423.0,2025-06-19,2025-06-06,Paid,
PAY00448,TRP00448,CUS014,Shree Traders,2025-02-15,33402.0,2025-04-01,,Overdue,499
PAY00449,TRP00449,CUS037,Konkan Corporation,2025-12-17,63153.0,2026-01-16,2026-01-13,Paid,
PAY00450,TRP00450,CUS001,Malabar Retail Chain,2026-02-20,18215.0,2026-03-22,2026-03-29,Paid,
PAY00451,TRP00451,CUS019,Jai Impex,2026-01-01,8072.0,2026-01-31,2026-02-08,Paid,
PAY00452,TRP00452,CUS009,Western Retail Chain,2026-04-10,7841.0,2026-04-25,,Overdue,110
PAY00453,TRP00453,CUS047,Vishal Motors,2025-06-29,24630.0,2025-07-14,2025-07-21,Paid,
PAY00454,TRP00454,CUS028,Sahyadri Textiles,2026-08-01,15675.0,2026-08-16,,Pending,
PAY00455,TRP00455,CUS047,Vishal Motors,,0.0,,,Not Applicable,
PAY00456,TRP00456,CUS045,Deccan Motors,,0.0,,,Not Applicable,
PAY00457,TRP00457,CUS048,Prime Agro Foods,2025-04-03,21869.0,2025-04-18,,Overdue,482
PAY00458,TRP00458,CUS047,Vishal Motors,2026-08-01,20360.0,2026-08-16,,Pending,
PAY00459,TRP00459,CUS037,Konkan Corporation,2025-04-02,60613.0,2025-05-02,2025-04-22,Paid,
PAY00460,TRP00460,CUS006,Vishal Traders,2025-06-26,58246.0,2025-07-26,2025-07-26,Paid,
PAY00461,TRP00461,CUS012,Deccan Merchandise,2025-08-08,33389.0,2025-10-07,,Overdue,310
PAY00462,TRP00462,CUS006,Vishal Traders,2026-08-01,65664.0,2026-08-31,,Pending,
PAY00463,TRP00463,CUS037,Konkan Corporation,2026-07-26,15105.0,2026-08-25,,Pending,
PAY00464,TRP00464,CUS025,Shree Retail Chain,2026-07-25,15379.0,2026-08-24,,Pending,
PAY00465,TRP00465,CUS044,Malabar Merchandise,2026-04-27,9741.0,2026-06-11,2026-06-14,Paid,
PAY00466,TRP00466,CUS042,National Motors,2025-09-03,31847.0,2025-10-03,,Overdue,314
PAY00467,TRP00467,CUS044,Malabar Merchandise,2025-05-25,7672.0,2025-07-09,2025-05-27,Paid,
PAY00468,TRP00468,CUS002,Sai Exports,2026-07-28,42958.0,2026-08-27,,Pending,
PAY00469,TRP00469,CUS039,Krishna Traders,2025-08-26,45782.0,2025-10-10,2025-09-06,Paid,
PAY00470,TRP00470,CUS030,Metro Pharma Ltd,2026-01-10,31824.0,2026-02-09,2026-02-05,Paid,
PAY00471,TRP00471,CUS004,Om Enterprises,2026-06-29,39714.0,2026-08-13,2026-08-01,Paid,
PAY00472,TRP00472,CUS010,Metro Agro Foods,2026-05-09,8786.0,2026-06-23,,Overdue,51
PAY00473,TRP00473,CUS029,Vindhya Pharma Ltd,2025-03-24,10417.0,2025-04-23,,Overdue,477
PAY00474,TRP00474,CUS001,Malabar Retail Chain,2026-03-27,19587.0,2026-04-26,2026-03-28,Paid,
PAY00475,TRP00475,CUS037,Konkan Corporation,2026-04-01,9634.0,2026-05-01,2026-04-03,Paid,
PAY00476,TRP00476,CUS030,Metro Pharma Ltd,2026-03-09,8159.0,2026-04-08,,Overdue,127
PAY00477,TRP00477,CUS006,Vishal Traders,2025-10-12,48432.0,2025-11-11,2025-10-22,Paid,
PAY00478,TRP00478,CUS029,Vindhya Pharma Ltd,2026-07-25,5771.0,2026-08-24,,Pending,
PAY00479,TRP00479,CUS044,Malabar Merchandise,,0.0,,,Not Applicable,
PAY00480,TRP00480,CUS016,Sahyadri Enterprises,2026-07-29,53624.0,2026-09-12,,Pending,
PAY00481,TRP00481,CUS032,Royal Manufacturing Co,2026-03-27,58461.0,2026-05-11,2026-05-16,Paid,
PAY00482,TRP00482,CUS003,Vishal Retail Chain,2026-04-12,21618.0,2026-06-11,2026-06-06,Paid,
PAY00483,TRP00483,CUS009,Western Retail Chain,2025-07-19,20651.0,2025-08-03,2025-07-24,Paid,
PAY00484,TRP00484,CUS042,National Motors,2026-08-01,26127.0,2026-08-31,,Pending,
PAY00485,TRP00485,CUS027,National Exports,2025-08-13,29438.0,2025-09-12,2025-09-11,Paid,
PAY00486,TRP00486,CUS001,Malabar Retail Chain,2025-05-16,23978.0,2025-06-15,2025-06-22,Paid,
PAY00487,TRP00487,CUS004,Om Enterprises,2026-08-01,11096.0,2026-09-15,,Pending,
PAY00488,TRP00488,CUS024,Western Logistics Pvt Ltd,2026-05-17,10202.0,2026-07-01,2026-05-24,Paid,
PAY00489,TRP00489,CUS033,Malabar Traders,2026-01-12,31954.0,2026-02-11,,Overdue,183
PAY00490,TRP00490,CUS016,Sahyadri Enterprises,2026-06-07,24295.0,2026-07-22,,Overdue,22
PAY00491,TRP00491,CUS012,Deccan Merchandise,2026-02-11,18709.0,2026-04-12,2026-04-04,Paid,
PAY00492,TRP00492,CUS018,Shree Manufacturing Co,2026-01-29,53208.0,2026-02-28,2026-03-10,Paid,
PAY00493,TRP00493,CUS011,Sai Manufacturing Co,2026-06-25,39477.0,2026-07-25,2026-06-29,Paid,
PAY00494,TRP00494,CUS047,Vishal Motors,2025-09-23,51921.0,2025-10-08,2025-10-04,Paid,
PAY00495,TRP00495,CUS003,Vishal Retail Chain,2026-03-18,47812.0,2026-05-17,2026-05-11,Paid,
PAY00496,TRP00496,CUS001,Malabar Retail Chain,2025-05-14,21254.0,2025-06-13,2025-06-23,Paid,
PAY00497,TRP00497,CUS038,Ganges Distributors,2026-04-01,12265.0,2026-05-01,2026-04-29,Paid,
PAY00498,TRP00498,CUS041,Sahyadri Retail Chain,2025-12-09,23110.0,2026-01-08,2025-12-22,Paid,
PAY00499,TRP00499,CUS014,Shree Traders,,0.0,,,Not Applicable,
PAY00500,TRP00500,CUS040,National Impex,2025-04-19,12390.0,2025-05-04,2025-04-27,Paid,
